District,Crop,Year,Season,Area,Temperature,Rainfall,Yield
NANDURBAR,Sunflower,2009-01-01,Rabi,400.0,24.796831,0.3,0.5
NANDURBAR,Sunflower,2009-01-01,Summer,500.0,31.46606,0.05,1.4
NASHIK,Sunflower,2007-01-01,Kharif,400.0,24.024332,268.075,0.75
NASHIK,Sunflower,2007-01-01,Rabi,200.0,23.204575,0.52500004,0.5
NASHIK,Sunflower,2008-01-01,Kharif,200.0,23.44919,299.075,0.5
NASHIK,Sunflower,2008-01-01,Rabi,100.0,22.559834,0.6,1.0
NASHIK,Sunflower,2009-01-01,Kharif,200.0,24.34296,192.34999,0.5
NASHIK,Sunflower,2009-01-01,Rabi,100.0,23.693148,0.25,1.0
OSMANABAD,Sunflower,2007-01-01,Kharif,31100.0,24.566265,176.625,0.4758842443729904
OSMANABAD,Sunflower,2007-01-01,Rabi,36300.0,24.654373,0.0,0.7630853994490359
OSMANABAD,Sunflower,2007-01-01,Summer,700.0,31.323372,9.25,0.8571428571428571
OSMANABAD,Sunflower,2008-01-01,Kharif,21600.0,24.990559,136.5,0.5277777777777778
OSMANABAD,Sunflower,2008-01-01,Rabi,41500.0,24.01609,13.125,0.6819277108433734
OSMANABAD,Sunflower,2008-01-01,Summer,200.0,31.089016,8.6,0.5
OSMANABAD,Sunflower,2009-01-01,Kharif,19100.0,25.297606,168.5,0.4554973821989528
OSMANABAD,Sunflower,2009-01-01,Rabi,37000.0,25.257195,9.875,0.6054054054054054
OSMANABAD,Sunflower,2009-01-01,Summer,400.0,31.836113,19.55,0.75
PARBHANI,Sunflower,2007-01-01,Kharif,4300.0,26.567837,172.225,0.6744186046511628
PARBHANI,Sunflower,2007-01-01,Rabi,11900.0,24.806747,0.0,0.8571428571428571
PARBHANI,Sunflower,2007-01-01,Summer,400.0,32.482323,6.5,0.5
PARBHANI,Sunflower,2008-01-01,Kharif,4700.0,26.676392,183.2,0.5531914893617021
PARBHANI,Sunflower,2008-01-01,Rabi,6600.0,24.241627,5.3750005,0.6060606060606061
PARBHANI,Sunflower,2008-01-01,Summer,200.0,32.821487,2.9499998,0.5
PARBHANI,Sunflower,2009-01-01,Kharif,3600.0,27.279785,196.15,0.3888888888888889
PARBHANI,Sunflower,2009-01-01,Rabi,7100.0,25.310379,3.9499998,0.5774647887323944
PARBHANI,Sunflower,2009-01-01,Summer,100.0,32.723045,7.45,0.0
PUNE,Sunflower,2007-01-01,Kharif,1100.0,24.32357,426.875,0.7272727272727273
PUNE,Sunflower,2007-01-01,Rabi,2100.0,24.538692,0.55,0.7142857142857143
PUNE,Sunflower,2007-01-01,Summer,400.0,28.830494,25.100002,1.0
PUNE,Sunflower,2008-01-01,Kharif,500.0,23.848295,406.925,0.6
PUNE,Sunflower,2008-01-01,Rabi,1800.0,23.8461,4.575,0.6111111111111112
PUNE,Sunflower,2008-01-01,Summer,400.0,28.501913,8.85,1.0
PUNE,Sunflower,2009-01-01,Kharif,600.0,24.505146,387.125,0.3333333333333333
PUNE,Sunflower,2009-01-01,Rabi,1600.0,24.91257,1.325,0.5
PUNE,Sunflower,2009-01-01,Summer,400.0,29.434788,2.95,1.25
SANGLI,Sunflower,2007-01-01,Kharif,3600.0,23.974707,170.125,0.7222222222222222
SANGLI,Sunflower,2007-01-01,Rabi,5900.0,25.139292,0.025,0.711864406779661
SANGLI,Sunflower,2007-01-01,Summer,200.0,29.408062,25.2,1.0
SANGLI,Sunflower,2008-01-01,Kharif,1300.0,23.762474,140.975,0.5384615384615384
SANGLI,Sunflower,2008-01-01,Rabi,6300.0,23.814312,22.15,0.6190476190476191
SANGLI,Sunflower,2008-01-01,Summer,100.0,28.683374,10.85,1.0
SANGLI,Sunflower,2009-01-01,Kharif,1600.0,24.183239,184.05,0.4375
SANGLI,Sunflower,2009-01-01,Rabi,8600.0,25.120672,1.625,0.5116279069767442
SANGLI,Sunflower,2009-01-01,Summer,100.0,29.733154,13.15,1.0
SATARA,Sunflower,2007-01-01,Kharif,1400.0,22.646736,302.65,0.7142857142857143
SATARA,Sunflower,2007-01-01,Rabi,500.0,23.02947,0.025,0.8
SATARA,Sunflower,2007-01-01,Summer,100.0,27.705336,30.35,2.0
SATARA,Sunflower,2008-01-01,Kharif,700.0,22.337141,247.82501,0.5714285714285714
SATARA,Sunflower,2008-01-01,Rabi,300.0,21.971834,14.175,0.6666666666666666
SATARA,Sunflower,2008-01-01,Summer,100.0,27.114258,13.0,2.0
SATARA,Sunflower,2009-01-01,Kharif,600.0,22.807293,238.99998,0.3333333333333333
SATARA,Sunflower,2009-01-01,Rabi,400.0,23.152168,2.75,0.5
SOLAPUR,Sunflower,2007-01-01,Kharif,10700.0,25.890047,166.7,0.7289719626168224
SOLAPUR,Sunflower,2007-01-01,Rabi,15600.0,26.86768,0.025,0.6346153846153846
SOLAPUR,Sunflower,2007-01-01,Summer,1000.0,32.60247,11.85,0.9
SOLAPUR,Sunflower,2008-01-01,Kharif,6100.0,26.198267,102.95,0.5409836065573771
SOLAPUR,Sunflower,2008-01-01,Rabi,17400.0,25.34391,15.325001,0.6149425287356322
SOLAPUR,Sunflower,2008-01-01,Summer,400.0,31.81321,7.2,0.75
SOLAPUR,Sunflower,2009-01-01,Kharif,6600.0,26.498665,126.325,0.3333333333333333
SOLAPUR,Sunflower,2009-01-01,Rabi,17400.0,26.925026,4.3999996,0.5172413793103449
SOLAPUR,Sunflower,2009-01-01,Summer,400.0,33.04633,16.6,0.75
WARDHA,Sunflower,2007-01-01,Rabi,1000.0,24.853586,0.775,0.8
WARDHA,Sunflower,2008-01-01,Rabi,200.0,24.50747,9.55,0.5
WASHIM,Sunflower,2007-01-01,Kharif,100.0,26.469372,221.92499,1.0
WASHIM,Sunflower,2007-01-01,Rabi,300.0,24.598969,0.54999995,0.6666666666666666
WASHIM,Sunflower,2008-01-01,Rabi,100.0,24.177406,7.1,1.0
YAVATMAL,Sunflower,2007-01-01,Kharif,100.0,27.293613,269.5,1.0
YAVATMAL,Sunflower,2007-01-01,Summer,100.0,34.110043,5.6,1.0
AHMEDNAGAR,Urad,2007-01-01,Kharif,9300.0,23.806892,162.625,0.3870967741935484
AHMEDNAGAR,Urad,2008-01-01,Kharif,600.0,23.551321,143.1,0.3333333333333333
AHMEDNAGAR,Urad,2009-01-01,Kharif,10700.0,24.205187,181.8,0.4672897196261682
AKOLA,Urad,2007-01-01,Kharif,17700.0,27.65188,219.775,0.5480225988700564
AKOLA,Urad,2008-01-01,Kharif,10000.0,27.026417,171.77501,0.08
AKOLA,Urad,2009-01-01,Kharif,10800.0,28.256237,197.125,0.3425925925925926
AMRAVATI,Urad,2007-01-01,Kharif,8100.0,27.133312,254.3,0.382716049382716
AMRAVATI,Urad,2008-01-01,Kharif,5800.0,26.404854,206.54999,0.1034482758620689
AMRAVATI,Urad,2009-01-01,Kharif,3700.0,27.877054,227.65,0.4054054054054054
AURANGABAD,Urad,2007-01-01,Kharif,4900.0,25.364769,218.175,0.7551020408163265
AURANGABAD,Urad,2008-01-01,Kharif,3700.0,25.080696,214.29999,0.5405405405405406
AURANGABAD,Urad,2009-01-01,Kharif,3700.0,25.959091,218.175,0.4864864864864865
BEED,Urad,2007-01-01,Kharif,13900.0,25.9398,162.225,0.6618705035971223
BEED,Urad,2008-01-01,Kharif,5600.0,25.969276,159.875,0.4107142857142857
BEED,Urad,2009-01-01,Kharif,6800.0,26.490297,185.90001,0.5588235294117647
BHANDARA,Urad,2007-01-01,Kharif,200.0,27.659676,311.9,0.5
BHANDARA,Urad,2008-01-01,Kharif,100.0,26.848595,257.05,1.0
BHANDARA,Urad,2009-01-01,Kharif,100.0,28.485165,302.8,1.0
BULDHANA,Urad,2007-01-01,Kharif,60800.0,26.11428,236.75,0.6414473684210527
BULDHANA,Urad,2008-01-01,Kharif,38300.0,25.762877,209.775,0.1514360313315927
BULDHANA,Urad,2009-01-01,Kharif,38200.0,26.806496,208.225,0.4136125654450261
CHANDRAPUR,Urad,2007-01-01,Kharif,400.0,27.901909,289.55,0.25
CHANDRAPUR,Urad,2008-01-01,Kharif,400.0,27.359602,226.925,0.5
CHANDRAPUR,Urad,2009-01-01,Kharif,200.0,28.945341,288.375,0.5
DHULE,Urad,2007-01-01,Kharif,12300.0,26.83617,304.8,0.6260162601626016
DHULE,Urad,2008-01-01,Kharif,7600.0,26.411572,130.975,0.131578947368421
DHULE,Urad,2009-01-01,Kharif,7800.0,27.499107,117.149994,0.3846153846153846
GADCHIROLI,Urad,2007-01-01,Kharif,200.0,27.203485,358.19998,0.5
GADCHIROLI,Urad,2008-01-01,Kharif,200.0,26.588055,332.05002,0.5
GADCHIROLI,Urad,2009-01-01,Kharif,100.0,28.37813,383.25,1.0
GONDIA,Urad,2007-01-01,Kharif,300.0,27.401127,325.6,0.3333333333333333
GONDIA,Urad,2008-01-01,Kharif,100.0,26.624361,256.7,1.0
GONDIA,Urad,2009-01-01,Kharif,100.0,28.375538,275.2,1.0
HINGOLI,Urad,2007-01-01,Kharif,22500.0,26.072144,186.0,0.7688888888888888
HINGOLI,Urad,2008-01-01,Kharif,10500.0,26.038746,213.1,0.1809523809523809
HINGOLI,Urad,2009-01-01,Kharif,14500.0,26.85836,222.975,0.2827586206896552
JALGAON,Urad,2007-01-01,Kharif,59300.0,27.397625,255.875,0.5935919055649241
JALGAON,Urad,2008-01-01,Kharif,46200.0,27.125673,160.7,0.4437229437229437
JALGAON,Urad,2009-01-01,Kharif,44500.0,28.18943,160.325,0.4898876404494382
JALNA,Urad,2007-01-01,Kharif,21700.0,25.781612,201.05,0.6267281105990783
JALNA,Urad,2008-01-01,Kharif,7800.0,25.651335,208.55,0.1282051282051282
JALNA,Urad,2009-01-01,Kharif,13000.0,26.513798,208.475,0.3
KOLHAPUR,Urad,2007-01-01,Kharif,2900.0,23.716825,201.97499,0.8275862068965517
KOLHAPUR,Urad,2008-01-01,Kharif,2300.0,23.425827,210.3,0.4782608695652174
KOLHAPUR,Urad,2009-01-01,Kharif,2600.0,23.862267,202.52501,0.5384615384615384
LATUR,Urad,2007-01-01,Kharif,66300.0,24.901548,177.55,0.3092006033182504
LATUR,Urad,2008-01-01,Kharif,14000.0,25.391674,132.725,0.1142857142857142
LATUR,Urad,2009-01-01,Kharif,23000.0,25.92611,151.675,0.0869565217391304
NAGPUR,Urad,2007-01-01,Kharif,1600.0,27.745413,297.77502,0.5625
NAGPUR,Urad,2008-01-01,Kharif,1100.0,27.042223,194.45,0.4545454545454545
NAGPUR,Urad,2009-01-01,Kharif,800.0,28.595757,235.625,0.625
NANDED,Urad,2007-01-01,Kharif,59600.0,26.81435,184.85,0.348993288590604
NANDED,Urad,2008-01-01,Kharif,40200.0,26.917562,205.15001,0.3507462686567164
NANDED,Urad,2009-01-01,Kharif,50200.0,27.772804,176.7,0.1434262948207171
NANDURBAR,Urad,2007-01-01,Kharif,19700.0,27.158123,281.725,0.6395939086294417
NANDURBAR,Urad,2008-01-01,Kharif,15600.0,26.546297,159.20001,0.5576923076923077
NANDURBAR,Urad,2009-01-01,Kharif,16100.0,27.705202,125.425,0.4472049689440994
NASHIK,Urad,2007-01-01,Kharif,13200.0,24.024332,268.075,0.803030303030303
NASHIK,Urad,2008-01-01,Kharif,13300.0,23.44919,299.075,0.8195488721804511
NASHIK,Urad,2009-01-01,Kharif,12700.0,24.34296,192.34999,0.5118110236220472
OSMANABAD,Urad,2007-01-01,Kharif,58800.0,24.566265,176.625,0.4965986394557823
OSMANABAD,Urad,2008-01-01,Kharif,26600.0,24.990559,136.5,0.169172932330827
OSMANABAD,Urad,2009-01-01,Kharif,26900.0,25.297606,168.5,0.2118959107806691
PARBHANI,Urad,2007-01-01,Kharif,19300.0,26.567837,172.225,0.6321243523316062
PARBHANI,Urad,2008-01-01,Kharif,15800.0,26.676392,183.2,0.3481012658227848
PARBHANI,Urad,2009-01-01,Kharif,8200.0,27.279785,196.15,0.1707317073170731
PUNE,Urad,2007-01-01,Kharif,2300.0,24.32357,426.875,0.9130434782608696
PUNE,Urad,2008-01-01,Kharif,1700.0,23.848295,406.925,0.9411764705882352
PUNE,Urad,2009-01-01,Kharif,1900.0,24.505146,387.125,0.8421052631578947
RAIGAD,Urad,2007-01-01,Kharif,700.0,24.041142,690.45,0.5714285714285714
RAIGAD,Urad,2008-01-01,Kharif,700.0,23.703281,612.225,0.7142857142857143
RAIGAD,Urad,2009-01-01,Kharif,600.0,24.274973,559.75,0.6666666666666666
RATNAGIRI,Urad,2007-01-01,Kharif,400.0,24.618309,809.55,0.5
RATNAGIRI,Urad,2008-01-01,Kharif,400.0,24.420382,793.6,0.75
RATNAGIRI,Urad,2009-01-01,Kharif,400.0,24.807964,696.775,0.5
SANGLI,Urad,2007-01-01,Kharif,11600.0,23.974707,170.125,0.8879310344827587
SANGLI,Urad,2008-01-01,Kharif,3100.0,23.762474,140.975,0.2580645161290322
SANGLI,Urad,2009-01-01,Kharif,5300.0,24.183239,184.05,0.3018867924528302
SATARA,Urad,2007-01-01,Kharif,5100.0,22.646736,302.65,0.7058823529411765
SATARA,Urad,2008-01-01,Kharif,3200.0,22.337141,247.82501,0.6875
SATARA,Urad,2009-01-01,Kharif,4700.0,22.807293,238.99998,0.7872340425531915
SOLAPUR,Urad,2007-01-01,Kharif,14700.0,25.890047,166.7,0.8299319727891157
SOLAPUR,Urad,2008-01-01,Kharif,1600.0,26.198267,102.95,0.5625
SOLAPUR,Urad,2009-01-01,Kharif,3200.0,26.498665,126.325,0.28125
THANE,Urad,2007-01-01,Kharif,4700.0,26.895412,413.225,0.574468085106383
THANE,Urad,2008-01-01,Kharif,5400.0,26.526283,351.875,0.7592592592592593
THANE,Urad,2009-01-01,Kharif,5700.0,27.181408,256.25,0.5964912280701754
WARDHA,Urad,2007-01-01,Kharif,300.0,27.97385,281.475,0.3333333333333333
WARDHA,Urad,2008-01-01,Kharif,200.0,27.34494,220.575,0.5
WARDHA,Urad,2009-01-01,Kharif,100.0,28.797073,258.30002,1.0
WASHIM,Urad,2007-01-01,Kharif,39500.0,26.469372,221.92499,0.7316455696202532
WASHIM,Urad,2008-01-01,Kharif,32000.0,25.954102,200.57501,0.1375
WASHIM,Urad,2009-01-01,Kharif,27000.0,27.073265,196.725,0.237037037037037
YAVATMAL,Urad,2007-01-01,Kharif,11200.0,27.293613,269.5,0.6964285714285714
YAVATMAL,Urad,2008-01-01,Kharif,9600.0,26.78638,227.67499,0.1354166666666666
YAVATMAL,Urad,2009-01-01,Kharif,9600.0,28.154587,242.625,0.2604166666666667
AHMEDNAGAR,Tur,2010-01-01,Kharif,17600.0,23.828484,183.4,0.6420454545454546
AHMEDNAGAR,Tur,2011-01-01,Kharif,12800.0,23.235405,143.65001,0.5
AHMEDNAGAR,Tur,2012-01-01,Kharif,9500.0,24.186844,70.1,0.231578947368421
AKOLA,Tur,2010-01-01,Kharif,61500.0,27.867691,295.975,0.8471544715447155
AKOLA,Tur,2011-01-01,Kharif,62200.0,27.010002,219.05,0.3536977491961415
AKOLA,Tur,2012-01-01,Kharif,62500.0,27.600616,267.15,1.4896
AMRAVATI,Tur,2010-01-01,Kharif,119600.0,27.504807,304.72498,0.5259197324414716
AMRAVATI,Tur,2011-01-01,Kharif,127500.0,26.495407,233.475,0.8541176470588235
AMRAVATI,Tur,2012-01-01,Kharif,123800.0,26.966274,424.5,1.0751211631663975
AURANGABAD,Tur,2010-01-01,Kharif,60800.0,25.484802,207.375,0.8782894736842105
AURANGABAD,Tur,2011-01-01,Kharif,36100.0,24.920864,162.8,0.7977839335180056
AURANGABAD,Tur,2012-01-01,Kharif,36100.0,25.423105,142.775,0.3324099722991689
BEED,Tur,2010-01-01,Kharif,62400.0,25.959948,192.3,0.5464743589743589
BEED,Tur,2011-01-01,Kharif,50200.0,25.622913,125.675,0.5737051792828686
BEED,Tur,2012-01-01,Kharif,50200.0,26.67107,82.95,0.4043824701195219
BHANDARA,Tur,2010-01-01,Kharif,8800.0,27.901838,381.075,0.9431818181818182
BHANDARA,Tur,2011-01-01,Kharif,9200.0,26.945633,252.20001,0.8695652173913043
BHANDARA,Tur,2012-01-01,Kharif,8900.0,27.365318,350.57498,1.0674157303370786
BULDHANA,Tur,2010-01-01,Kharif,76800.0,26.334236,258.575,0.5533854166666666
BULDHANA,Tur,2011-01-01,Kharif,79500.0,25.624903,210.55,0.5547169811320755
BULDHANA,Tur,2012-01-01,Kharif,84100.0,26.115356,198.9,0.5219976218787158
CHANDRAPUR,Tur,2010-01-01,Kharif,39600.0,28.074108,479.65002,0.8611111111111112
CHANDRAPUR,Tur,2011-01-01,Kharif,34700.0,27.493662,224.625,0.7492795389048992
CHANDRAPUR,Tur,2012-01-01,Kharif,34700.0,27.747784,268.4,1.3948126801152738
DHULE,Tur,2010-01-01,Kharif,9200.0,27.178818,166.8,0.8913043478260869
DHULE,Tur,2011-01-01,Kharif,7500.0,26.515722,186.975,0.5866666666666667
DHULE,Tur,2012-01-01,Kharif,8200.0,26.861454,150.1,0.4878048780487805
GADCHIROLI,Tur,2010-01-01,Kharif,6800.0,27.416164,523.125,0.9411764705882352
GADCHIROLI,Tur,2011-01-01,Kharif,6700.0,26.865946,296.075,0.8656716417910447
GADCHIROLI,Tur,2012-01-01,Kharif,5800.0,27.132124,367.55002,1.0689655172413792
GONDIA,Tur,2010-01-01,Kharif,5300.0,27.741674,324.65,0.9433962264150944
GONDIA,Tur,2011-01-01,Kharif,6300.0,26.628422,314.975,0.873015873015873
GONDIA,Tur,2012-01-01,Kharif,6200.0,27.138573,292.225,1.064516129032258
HINGOLI,Tur,2010-01-01,Kharif,29100.0,26.319927,282.525,0.7663230240549829
HINGOLI,Tur,2011-01-01,Kharif,33500.0,25.899143,196.17499,0.8
HINGOLI,Tur,2012-01-01,Kharif,38900.0,26.462746,151.65,1.3033419023136248
JALGAON,Tur,2010-01-01,Kharif,16000.0,27.777325,194.65,0.89375
JALGAON,Tur,2011-01-01,Kharif,16900.0,27.079815,176.17502,0.7869822485207101
JALGAON,Tur,2012-01-01,Kharif,18300.0,27.498795,155.075,0.6284153005464481
JALNA,Tur,2010-01-01,Kharif,53100.0,25.94393,217.575,1.0169491525423728
JALNA,Tur,2011-01-01,Kharif,52700.0,25.41504,156.4,0.5256166982922201
JALNA,Tur,2012-01-01,Kharif,46400.0,25.867495,149.4,0.2327586206896551
KOLHAPUR,Tur,2010-01-01,Kharif,2400.0,23.900085,220.425,0.3333333333333333
KOLHAPUR,Tur,2011-01-01,Kharif,2500.0,23.232548,219.35,0.28
KOLHAPUR,Tur,2012-01-01,Kharif,900.0,23.509779,165.225,0.1111111111111111
LATUR,Tur,2010-01-01,Kharif,88600.0,25.26703,213.775,1.1659142212189617
LATUR,Tur,2011-01-01,Kharif,106300.0,24.86987,140.225,0.8099717779868297
LATUR,Tur,2012-01-01,Kharif,106300.0,25.797865,107.75,1.4111006585136407
NAGPUR,Tur,2010-01-01,Kharif,61600.0,27.980917,281.05,0.8392857142857143
NAGPUR,Tur,2011-01-01,Kharif,56000.0,27.168869,218.65,0.8
NAGPUR,Tur,2012-01-01,Kharif,55400.0,27.443548,367.75003,0.7328519855595668
NANDED,Tur,2010-01-01,Kharif,68300.0,27.171,265.2,0.5915080527086384
NANDED,Tur,2011-01-01,Kharif,66500.0,26.866673,155.45,0.6421052631578947
NANDED,Tur,2012-01-01,Kharif,64500.0,27.41509,138.45,0.5720930232558139
NANDURBAR,Tur,2010-01-01,Kharif,20100.0,27.35495,169.54999,0.7263681592039801
NANDURBAR,Tur,2011-01-01,Kharif,20700.0,26.61977,211.675,0.4734299516908212
NANDURBAR,Tur,2012-01-01,Kharif,18700.0,27.03471,164.67499,0.3796791443850267
NASHIK,Tur,2010-01-01,Kharif,10100.0,24.189457,212.45,0.6138613861386139
NASHIK,Tur,2011-01-01,Kharif,10900.0,23.43695,249.25,0.7614678899082569
NASHIK,Tur,2012-01-01,Kharif,9500.0,23.865938,156.5,0.631578947368421
OSMANABAD,Tur,2010-01-01,Kharif,94300.0,24.771772,207.84999,0.7720042417815483
OSMANABAD,Tur,2011-01-01,Kharif,97800.0,24.216946,158.725,0.7556237218813906
OSMANABAD,Tur,2012-01-01,Kharif,93200.0,25.478205,96.2,0.3004291845493562
PARBHANI,Tur,2010-01-01,Kharif,67600.0,26.722382,251.375,0.584319526627219
PARBHANI,Tur,2011-01-01,Kharif,67500.0,26.443624,139.425,0.6237037037037036
PARBHANI,Tur,2012-01-01,Kharif,67800.0,27.282784,97.925,0.6047197640117994
PUNE,Tur,2010-01-01,Kharif,2900.0,24.36979,467.625,0.6206896551724138
PUNE,Tur,2011-01-01,Kharif,2900.0,23.70834,459.0,0.5172413793103449
PUNE,Tur,2012-01-01,Kharif,3400.0,24.350933,250.4,0.1764705882352941
RAIGAD,Tur,2010-01-01,Kharif,1300.0,24.181204,651.925,0.4615384615384615
RAIGAD,Tur,2011-01-01,Kharif,1300.0,23.517471,636.55,0.6153846153846154
RAIGAD,Tur,2012-01-01,Kharif,1500.0,23.806377,446.87503,0.1333333333333333
RATNAGIRI,Tur,2010-01-01,Kharif,700.0,24.79588,781.7,0.4285714285714285
RATNAGIRI,Tur,2011-01-01,Kharif,700.0,24.106771,842.52496,0.5714285714285714
RATNAGIRI,Tur,2012-01-01,Kharif,500.0,24.340385,610.55,0.2
SANGLI,Tur,2010-01-01,Kharif,11300.0,24.086569,202.55,0.3451327433628318
SANGLI,Tur,2011-01-01,Kharif,5500.0,23.407524,158.7,0.2727272727272727
SANGLI,Tur,2012-01-01,Kharif,5400.0,23.872677,113.125,0.1481481481481481
SATARA,Tur,2010-01-01,Kharif,5300.0,22.76128,258.075,0.3396226415094339
SATARA,Tur,2011-01-01,Kharif,2300.0,22.0396,233.55,0.2608695652173913
SATARA,Tur,2012-01-01,Kharif,1500.0,22.606613,130.575,0.1333333333333333
SOLAPUR,Tur,2010-01-01,Kharif,41800.0,25.895018,157.65,0.3732057416267942
SOLAPUR,Tur,2011-01-01,Kharif,21600.0,25.593378,124.675,0.375
SOLAPUR,Tur,2012-01-01,Kharif,18800.0,26.870007,70.1,0.3351063829787234
THANE,Tur,2010-01-01,Kharif,3400.0,26.98642,385.8,0.4705882352941176
THANE,Tur,2011-01-01,Kharif,3400.0,26.346554,349.325,0.6176470588235294
THANE,Tur,2012-01-01,Kharif,2700.0,26.67537,221.8,0.1481481481481481
WARDHA,Tur,2010-01-01,Kharif,71500.0,28.195278,277.625,1.0713286713286714
WARDHA,Tur,2011-01-01,Kharif,68900.0,27.48888,211.825,0.981132075471698
WARDHA,Tur,2012-01-01,Kharif,66500.0,27.707567,324.5,1.1924812030075187
WASHIM,Tur,2010-01-01,Kharif,62500.0,26.603842,314.2,0.72
WASHIM,Tur,2011-01-01,Kharif,54000.0,26.001766,195.625,0.5481481481481482
WASHIM,Tur,2012-01-01,Kharif,53800.0,26.534063,208.35,0.6654275092936803
YAVATMAL,Tur,2010-01-01,Kharif,121600.0,27.53658,316.1,0.743421052631579
YAVATMAL,Tur,2011-01-01,Kharif,108500.0,26.994247,209.2,0.864516129032258
YAVATMAL,Tur,2012-01-01,Kharif,109600.0,27.251064,250.0,1.0958029197080292
AHMEDNAGAR,Cotton,2010-01-01,Kharif,101700.0,23.828484,183.4,2.174041297935103
AHMEDNAGAR,Cotton,2011-01-01,Kharif,112000.0,23.235405,143.65001,2.125892857142857
AHMEDNAGAR,Cotton,2012-01-01,Kharif,96200.0,24.186844,70.1,0.9158004158004158
AKOLA,Cotton,2010-01-01,Kharif,167800.0,27.867691,295.975,1.602502979737783
AKOLA,Cotton,2011-01-01,Kharif,169400.0,27.010002,219.05,1.5306965761511215
AKOLA,Cotton,2012-01-01,Kharif,169400.0,27.600616,267.15,1.9126328217237307
AMRAVATI,Cotton,2010-01-01,Kharif,204300.0,27.504807,304.72498,1.6456191874694075
AMRAVATI,Cotton,2011-01-01,Kharif,187400.0,26.495407,233.475,1.4418356456776948
AMRAVATI,Cotton,2012-01-01,Kharif,191300.0,26.966274,424.5,3.196549921589127
AURANGABAD,Cotton,2010-01-01,Kharif,332900.0,25.484802,207.375,2.64103334334635
AURANGABAD,Cotton,2011-01-01,Kharif,379300.0,24.920864,162.8,1.8362773530187184
AURANGABAD,Cotton,2012-01-01,Kharif,379300.0,25.423105,142.775,0.997627208014764
BEED,Cotton,2010-01-01,Kharif,276800.0,25.959948,192.3,1.5252890173410405
BEED,Cotton,2011-01-01,Kharif,329000.0,25.622913,125.675,1.2732522796352583
BEED,Cotton,2012-01-01,Kharif,329000.0,26.67107,82.95,1.0364741641337385
BULDHANA,Cotton,2010-01-01,Kharif,251500.0,26.334236,258.575,1.7339960238568588
BULDHANA,Cotton,2011-01-01,Kharif,256900.0,25.624903,210.55,1.2522382249902686
BULDHANA,Cotton,2012-01-01,Kharif,253900.0,26.115356,198.9,1.3631350925561243
CHANDRAPUR,Cotton,2010-01-01,Kharif,93300.0,28.074108,479.65002,1.3536977491961415
CHANDRAPUR,Cotton,2011-01-01,Kharif,100000.0,27.493662,224.625,1.589
CHANDRAPUR,Cotton,2012-01-01,Kharif,107700.0,27.747784,268.4,2.5060352831940578
DHULE,Cotton,2010-01-01,Kharif,133100.0,27.178818,166.8,2.5236664162284
DHULE,Cotton,2011-01-01,Kharif,156200.0,26.515722,186.975,1.729193341869398
DHULE,Cotton,2012-01-01,Kharif,160500.0,26.861454,150.1,1.621183800623053
GADCHIROLI,Cotton,2010-01-01,Kharif,2800.0,27.416164,523.125,1.5357142857142858
GADCHIROLI,Cotton,2011-01-01,Kharif,4200.0,26.865946,296.075,1.6666666666666667
GADCHIROLI,Cotton,2012-01-01,Kharif,5100.0,27.132124,367.55002,1.9411764705882355
HINGOLI,Cotton,2010-01-01,Kharif,81900.0,26.319927,282.525,1.6275946275946276
HINGOLI,Cotton,2011-01-01,Kharif,89600.0,25.899143,196.17499,1.6004464285714286
HINGOLI,Cotton,2012-01-01,Kharif,100900.0,26.462746,151.65,2.3994053518334986
JALGAON,Cotton,2010-01-01,Kharif,509700.0,27.777325,194.65,2.1524426133019423
JALGAON,Cotton,2011-01-01,Kharif,548600.0,27.079815,176.17502,1.896463725847612
JALGAON,Cotton,2012-01-01,Kharif,558800.0,27.498795,155.075,1.5270221904080172
JALNA,Cotton,2010-01-01,Kharif,303300.0,25.94393,217.575,2.560501153972964
JALNA,Cotton,2011-01-01,Kharif,306900.0,25.41504,156.4,1.7174975562072337
JALNA,Cotton,2012-01-01,Kharif,289000.0,25.867495,149.4,0.6581314878892733
KOLHAPUR,Cotton,2010-01-01,Kharif,100.0,23.900085,220.425,2.0
LATUR,Cotton,2010-01-01,Kharif,3400.0,25.26703,213.775,2.3529411764705883
LATUR,Cotton,2011-01-01,Kharif,4900.0,24.86987,140.225,2.7755102040816326
LATUR,Cotton,2012-01-01,Kharif,5500.0,25.797865,107.75,3.2363636363636363
NAGPUR,Cotton,2010-01-01,Kharif,80800.0,27.980917,281.05,1.5594059405940597
NAGPUR,Cotton,2011-01-01,Kharif,102100.0,27.168869,218.65,1.3888344760039175
NAGPUR,Cotton,2012-01-01,Kharif,89400.0,27.443548,367.75003,1.976510067114094
NANDED,Cotton,2010-01-01,Kharif,302100.0,27.171,265.2,1.5299569678914269
NANDED,Cotton,2011-01-01,Kharif,326600.0,26.866673,155.45,1.5949173300673607
NANDED,Cotton,2012-01-01,Kharif,326600.0,27.41509,138.45,1.614206981016534
NANDURBAR,Cotton,2010-01-01,Kharif,56000.0,27.35495,169.54999,2.0821428571428573
NANDURBAR,Cotton,2011-01-01,Kharif,57200.0,26.61977,211.675,1.4213286713286712
NANDURBAR,Cotton,2012-01-01,Kharif,79200.0,27.03471,164.67499,1.2184343434343434
